ticker,segment,T,mw,stat,reject_90,reject_95,reject_99,n_ep_90,n_ep_95,n_ep_99,n_ep,reject,mw_scale,config
PLTR,10. Application & AI Platform Software,1402,64,6.718237854392863,True,True,True,1,1,1,1,True,0.8,A4_mw080
SNOW,10. Application & AI Platform Software,1412,64,1.6006092739899627,False,False,False,0,0,0,0,False,0.8,A4_mw080
DDOG,10. Application & AI Platform Software,1590,69,1.94431467332543,False,False,False,2,1,0,1,False,0.8,A4_mw080
AI,10. Application & AI Platform Software,1353,63,4.332648819936443,True,True,True,1,0,0,0,True,0.8,A4_mw080
QCOM,11. Edge AI & Devices,1590,69,2.1397656367306763,False,False,False,2,1,0,1,False,0.8,A4_mw080
AAPL,11. Edge AI & Devices,1590,69,1.6530248742082019,False,False,False,0,0,0,0,False,0.8,A4_mw080
TSLA,11. Edge AI & Devices,1590,69,5.1449653627204635,True,True,True,1,0,0,0,True,0.8,A4_mw080
CRWV,P. Specialised AI Cloud (neoclouds),274,25,3.568230099608958,True,True,True,1,0,0,0,True,0.8,A4_mw080
NBIS,P. Specialised AI Cloud (neoclouds),382,31,1.8545783513512324,False,False,False,1,1,0,1,False,0.8,A4_mw080
CEG,P. Power & Grid (data-centre electricity),1074,55,3.05019858755069,True,True,True,3,2,1,2,True,0.8,A4_mw080
VST,P. Power & Grid (data-centre electricity),1590,69,8.49218639224872,True,True,True,2,2,1,2,True,0.8,A4_mw080
ASX,P. Advanced Packaging (pure-play),1590,69,6.1279919119149495,True,True,True,2,2,1,2,True,0.8,A4_mw080
USO,C. AI-relevant: Energy (DC power proxy),1590,69,4.861355075834279,True,True,True,1,1,0,1,True,0.8,A4_mw080
UNG,C. AI-relevant: Energy (DC power proxy),1590,69,3.015538988982393,True,True,True,1,1,1,1,True,0.8,A4_mw080
BNO,C. AI-relevant: Energy (DC power proxy),1590,69,5.112924288756491,True,True,True,1,1,0,1,True,0.8,A4_mw080
JJC,C. AI-relevant: Industrial metals (hardware inputs),1590,69,2.121419825475641,False,False,False,1,1,0,1,False,0.8,A4_mw080
PPLT,C. AI-relevant: Industrial metals (hardware inputs),1590,69,5.411996795966795,True,True,True,1,1,1,1,True,0.8,A4_mw080
PALL,C. AI-relevant: Industrial metals (hardware inputs),1590,69,2.4799820002885196,True,True,False,1,0,0,0,True,0.8,A4_mw080
GLD,C. Confound: Precious metals (monetary),1590,69,5.943643690673572,True,True,True,1,1,1,1,True,0.8,A4_mw080
SLV,C. Confound: Precious metals (monetary),1590,69,12.099596302088546,True,True,True,1,1,1,1,True,0.8,A4_mw080
DBA,C. Placebo: Agriculture,1590,69,2.943072386964374,True,True,True,3,2,1,2,True,0.8,A4_mw080
WEAT,C. Placebo: Agriculture,1590,69,4.521791568026655,True,True,True,1,0,0,0,True,0.8,A4_mw080
CORN,C. Placebo: Agriculture,1590,69,3.7081046001840154,True,True,True,2,2,1,2,True,0.8,A4_mw080
SOYB,C. Placebo: Agriculture,1590,69,3.7758552995294927,True,True,True,2,2,1,2,True,0.8,A4_mw080
COW,C. Placebo: Livestock,1590,69,0.8196920370805522,False,False,False,0,0,0,0,False,0.8,A4_mw080
DBC,C. Benchmark: Broad commodity indices,1590,69,3.938312926875744,True,True,True,2,3,3,3,True,0.8,A4_mw080
GSG,C. Benchmark: Broad commodity indices,1590,69,5.125905333433657,True,True,True,2,3,1,3,True,0.8,A4_mw080
PDBC,C. Benchmark: Broad commodity indices,1590,69,4.012006082020648,True,True,True,2,2,3,2,True,0.8,A4_mw080
^IXIC,0. Index / Control,1590,69,1.0420189395473032,False,False,False,0,0,0,0,False,0.8,A4_mw080
^SOX,0. Index / Control,1590,69,2.197223628291576,False,False,False,2,0,0,0,False,0.8,A4_mw080
^GSPC,0. Index / Control,1590,69,1.3468260675963586,False,False,False,2,0,0,0,False,0.8,A4_mw080
